seed,config,edge_mae,ler_mae,lwr_mae
0,"(1.5, 20.0, 0.3, 0.0)",0.26331445156079913,0.060111203560483606,0.06027692705105325
0,"(1.5, 20.0, 0.3, 0.0)",0.25405591918038817,0.06414479149848074,0.08664389382313686
0,"(1.5, 20.0, 0.3, 0.0)",0.24835244549282381,0.04497868090310264,0.07369994038455552
0,"(1.5, 20.0, 0.3, 0.0)",0.2428783590311597,0.046084566737135346,0.0492074370423321
0,"(1.5, 20.0, 0.3, 0.0)",0.248739401832468,0.03244122123355453,0.03437129537430428
0,"(1.5, 20.0, 0.3, 0.0)",0.24871724381839821,0.05846357745007924,0.09355615601123013
0,"(1.5, 20.0, 0.3, 0.3)",0.2412654398623107,0.037547479379669846,0.02675696749104106
0,"(1.5, 20.0, 0.3, 0.3)",0.26721138724516014,0.05283185083131825,0.025636681482267942
0,"(1.5, 20.0, 0.3, 0.3)",0.25851895506135014,0.04492498116440746,0.052025993293847383
0,"(1.5, 20.0, 0.3, 0.3)",0.26567573098331726,0.031224484490454896,0.020198775934293867
0,"(1.5, 20.0, 0.3, 0.3)",0.2527010184860117,0.07185998200953159,0.08900160042989946
0,"(1.5, 20.0, 0.3, 0.3)",0.24951163388591743,0.041047546272412694,0.0347119745230946
0,"(1.5, 20.0, 0.3, 0.3)",0.253453920257956,0.05460667193278579,0.051194861750657905
0,"(1.5, 20.0, 0.3, 0.3)",0.2391934390865426,0.05222139586127339,0.036301996619251264
0,"(1.5, 20.0, 0.3, 0.3)",0.24738297759622552,0.06411208204705787,0.06061326177283566
0,"(1.5, 20.0, 0.3, 0.3)",0.23853851674475446,0.04662986582018813,0.02629049881542067
0,"(1.5, 20.0, 0.3, 0.3)",0.26837761019382034,0.03584058967396819,0.05388155692030061
0,"(1.5, 20.0, 0.3, 0.3)",0.24301435000587668,0.058687173010119276,0.06550199850880234
0,"(1.5, 20.0, 0.3, 0.3)",0.24024326253946232,0.022406598386595755,0.013682789917267568
0,"(1.5, 20.0, 0.3, 0.3)",0.23799470374187476,0.042603310747217016,0.05663224620192908
0,"(1.5, 20.0, 0.3, 0.3)",0.24864934582929388,0.053574266888548605,0.06010593998522795
0,"(1.5, 20.0, 0.3, 0.6)",0.24940103819459994,0.03619895036176746,0.02905407652507308
0,"(1.5, 20.0, 0.3, 0.6)",0.2464028738841228,0.04451396138664088,0.025051753862015413
0,"(1.5, 20.0, 0.3, 0.6)",0.2335091027818904,0.05634124144018027,0.023452422529346872
0,"(1.5, 20.0, 0.3, 0.6)",0.2621363051476916,0.03443477722757027,0.04030527253617566
0,"(1.5, 20.0, 0.3, 0.6)",0.2360918526028774,0.058382461234680494,0.02403644575000663
0,"(1.5, 20.0, 0.3, 0.6)",0.24667369123357286,0.06019472135959392,0.02274654919006558
0,"(1.5, 20.0, 0.3, 0.6)",0.24403605053896546,0.039534518146440045,0.023474824878864764
0,"(1.5, 20.0, 0.3, 0.6)",0.268230563564005,0.03872577884509887,0.027205241384550938
0,"(1.5, 20.0, 0.3, 0.6)",0.23897741364611952,0.05804742491171644,0.041979565408506
0,"(1.5, 20.0, 0.3, 0.6)",0.2541889949386923,0.03557931165085704,0.01685337853758262
0,"(1.5, 20.0, 0.3, 0.6)",0.24256646480134564,0.039316212910616044,0.037461063834576924
0,"(1.5, 20.0, 0.3, 0.6)",0.2622821320810115,0.05691305501637711,0.01633819058386643
0,"(1.5, 20.0, 0.3, 0.6)",0.2571654443673879,0.048282002252098666,0.04510340992940187
0,"(1.5, 20.0, 0.3, 0.6)",0.27424546744132516,0.04236621668025797,0.012669191409235614
0,"(1.5, 20.0, 0.3, 0.6)",0.28383447095857617,0.04132400761375632,0.012822451803092605
0,"(1.5, 20.0, 0.3, -0.3)",0.24973727832403536,0.06502601669756491,0.10711298038253192
0,"(1.5, 20.0, 0.3, -0.3)",0.23472260170280956,0.05410853408483218,0.08859257327852266
0,"(1.5, 20.0, 0.3, -0.3)",0.26482079765879457,0.05298318383757794,0.09720823634085196
0,"(1.5, 20.0, 0.3, -0.3)",0.25388092236422444,0.055428064103918095,0.10854749838656375
0,"(1.5, 20.0, 0.3, -0.3)",0.24466083534113656,0.04040902970416804,0.03415024251962695
0,"(1.5, 20.0, 0.3, -0.3)",0.24081088337945755,0.04056137979097485,0.06448852297259178
0,"(1.5, 20.0, 0.3, -0.3)",0.23345411935472873,0.05774912009057909,0.12158146072406684
0,"(1.5, 20.0, 0.3, -0.3)",0.26259927170457265,0.03863327835928354,0.0746183380831198
0,"(1.5, 20.0, 0.3, -0.3)",0.2351237612513746,0.05952205065191285,0.11041961849587922
0,"(1.5, 20.0, 0.3, -0.3)",0.23784240451847563,0.05553901870472444,0.0970672322014603
